Landroid/os/Build$VERSION;->SDK_INT I
Ljava/lang/StringBuffer;->toString
Landroid/os/Parcel;->readException
Landroid/os/Parcel;->writeMap
Landroid/os/Parcel;->readHashMap
Landroid/os/Parcel;->writeNoException
Landroid/content/Context;->registerReceiver
Landroid/content/IntentFilter;->addCategory
Landroid/content/Context;->unregisterReceiver
Landroid/content/Context;->sendOrderedBroadcast
Landroid/net/ConnectivityManager;->getActiveNetworkInfo
Landroid/net/NetworkInfo;->isConnected
Landroid/content/Intent;->hasExtra
Ljava/io/ByteArrayOutputStream;->size
Ljava/io/ByteArrayOutputStream;->write
Ljava/io/ByteArrayOutputStream;->toByteArray
Landroid/os/Build$VERSION;->RELEASE Ljava/lang/String;
Ljava/util/Locale;->getDefault
Landroid/os/Build;->MODEL Ljava/lang/String;
Landroid/os/Build;->ID Ljava/lang/String;
Ljava/net/HttpURLConnection;->setDoOutput
Ljava/net/HttpURLConnection;->setFixedLengthStreamingMode
Ljava/net/HttpURLConnection;->connect
Ljava/net/HttpURLConnection;->getOutputStream
Ljava/io/OutputStream;->write
Ljava/net/HttpURLConnection;->getResponseCode
Ljava/io/OutputStream;->close
Ljava/net/HttpURLConnection;->disconnect
Ljava/net/URLEncoder;->encode
Ljava/net/HttpURLConnection;->getInputStream
Ljava/io/InputStream;->read
Ljava/util/zip/GZIPOutputStream;->write
Ljava/util/zip/GZIPOutputStream;->close
Ljava/io/ByteArrayOutputStream;->close
Ljava/net/HttpURLConnection;->addRequestProperty
Ljava/net/URL;->openConnection
Ljava/net/HttpURLConnection;->setDefaultUseCaches
Ljava/net/HttpURLConnection;->setConnectTimeout
Ljava/net/HttpURLConnection;->setReadTimeout
Ljava/net/HttpURLConnection;->setInstanceFollowRedirects
Ljava/net/HttpURLConnection;->setRequestProperty
Ljava/net/HttpURLConnection;->setDoInput
Ljava/util/Set;->isEmpty
Ljava/util/Collections;->emptyList
Ljava/util/Set;->contains
Landroid/content/SharedPreferences$Editor;->remove
Landroid/content/SharedPreferences$Editor;->commit
Ljava/util/UUID;->getLeastSignificantBits
Ljava/lang/Double;->parseDouble
Ljava/util/Locale;->getLanguage
Ljava/util/Locale;->getCountry
Landroid/content/pm/PackageManager;->getServiceInfo
Landroid/content/pm/ServiceInfo;->enabled Z
Landroid/content/pm/ActivityInfo;->exported Z
Ljava/security/MessageDigest;->getInstance
Landroid/content/pm/PackageManager;->getApplicationInfo
Landroid/content/pm/ApplicationInfo;->metaData Landroid/os/Bundle;
Ljava/lang/String;->replaceAll
Ljava/util/Collections;->emptyMap
Ljava/lang/Object;->wait
Ljava/lang/Object;->notifyAll
Landroid/os/IBinder;->getInterfaceDescriptor
Landroid/database/sqlite/SQLiteDatabase;->rawQuery
Landroid/database/Cursor;->getColumnNames
Landroid/database/sqlite/SQLiteOpenHelper;->getWritableDatabase
Landroid/content/Context;->getDatabasePath
Landroid/database/sqlite/SQLiteDatabase;->getPath
Landroid/net/Uri;->getEncodedQuery
Ljava/lang/Long;->toString
Landroid/database/sqlite/SQLiteDatabase;->insertWithOnConflict
Landroid/database/sqlite/SQLiteDatabase;->beginTransaction
Landroid/database/sqlite/SQLiteDatabase;->setTransactionSuccessful
Landroid/database/sqlite/SQLiteDatabase;->endTransaction
Landroid/content/Context;->checkCallingOrSelfPermission
Landroid/util/Pair;->second Ljava/lang/Object;
Landroid/util/Pair;->first Ljava/lang/Object;
Ljava/util/List;->removeAll
Landroid/text/TextUtils;->equals
Landroid/os/Parcel;->dataPosition
Landroid/util/Patterns;->WEB_URL Ljava/util/regex/Pattern;
Ljava/util/regex/Pattern;->matcher
Ljava/util/regex/Matcher;->matches
Lorg/json/JSONObject;->put
Lorg/json/JSONObject;->toString
Ljava/lang/String;->compareTo
Lorg/json/JSONObject;->optString
Lorg/json/JSONObject;->getString
Lorg/json/JSONObject;->getJSONArray
Lorg/json/JSONArray;->length
Lorg/json/JSONArray;->getString
Lorg/json/JSONArray;->put
Lorg/json/JSONObject;->remove
Lorg/json/JSONObject;->getBoolean
Landroid/accounts/Account;->name Ljava/lang/String;
Ljava/util/ArrayList;->containsAll
Landroid/accounts/Account;->equals
Landroid/net/Uri;->CREATOR Landroid/os/Parcelable$Creator;
Landroid/accounts/Account;->CREATOR Landroid/os/Parcelable$Creator;
Landroid/util/LogPrinter;->println
Ljava/lang/Class;->getSuperclass
Ljava/lang/StringBuffer;->length
Ljava/lang/Thread;->currentThread
Ljava/util/concurrent/FutureTask;->setException
Ljava/util/concurrent/atomic/AtomicInteger;->incrementAndGet
Landroid/os/Process;->setThreadPriority
Ljava/lang/Thread;->run
Landroid/content/pm/PackageManager;->getInstallerPackageName
Landroid/content/pm/PackageInfo;->applicationInfo Landroid/content/pm/ApplicationInfo;
Landroid/content/pm/PackageManager;->getApplicationLabel
Ljava/util/concurrent/FutureTask;->run
Ljava/util/Arrays;->equals
Ljava/util/Arrays;->asList
Landroid/app/PendingIntent;->getIntentSender
Landroid/app/Activity;->startIntentSenderForResult
Ljava/util/concurrent/BlockingQueue;->take
Ljava/util/concurrent/BlockingQueue;->add
Ljava/util/Collections;->newSetFromMap
Landroid/app/PendingIntent;->CREATOR Landroid/os/Parcelable$Creator;
Landroid/net/Uri;->getSchemeSpecificPart
Ljava/io/PrintWriter;->append
Ljava/util/List;->indexOf
Landroid/util/SparseArray;->remove
Ljava/util/Arrays;->hashCode
Ljava/util/Arrays;->copyOfRange
Landroid/content/pm/PackageInfo;->versionCode I
Landroid/content/pm/ApplicationInfo;->enabled Z
Landroid/util/Log;->wtf
Landroid/os/Build;->TYPE Ljava/lang/String;
Landroid/app/AppOpsManager;->checkPackage
Landroid/content/pm/PackageManager;->getPackagesForUid
Landroid/content/pm/PackageManager;->getPackageInstaller
Landroid/content/pm/PackageInstaller;->getAllSessions
Landroid/content/pm/PackageInstaller$SessionInfo;->getAppPackageName
Landroid/os/UserManager;->getApplicationRestrictions
Ljava/util/concurrent/atomic/AtomicBoolean;->get
Landroid/content/pm/PackageInfo;->signatures [Landroid/content/pm/Signature;
Landroid/content/pm/Signature;->toByteArray
Landroid/util/Base64;->encodeToString
Ljava/util/Collection;->size
Ljava/util/Collection;->toArray
Landroid/accounts/Account;->writeToParcel
Landroid/os/Binder;->clearCallingIdentity
Landroid/os/Binder;->restoreCallingIdentity
Landroid/os/Binder;->getCallingUid
Ljava/lang/String;->toCharArray
Ljava/util/Arrays;->sort
Ljava/lang/CharSequence;->charAt
Ljava/lang/Character;->isLowerCase
Ljava/lang/Character;->isDigit
Ljava/util/Arrays;->binarySearch
Ljava/lang/Character;->isLetter
Ljava/lang/Character;->isLetterOrDigit
Ljava/lang/Character;->isUpperCase
Ljava/lang/Iterable;->iterator
Landroid/os/Parcel;->dataSize
Landroid/os/Parcel;->appendFrom
Landroid/os/Parcelable;->writeToParcel
Landroid/os/Parcel;->writeByteArray
Landroid/os/Parcel;->setDataPosition
Landroid/os/Parcel;->createByteArray
Landroid/os/Parcel;->readDouble
Landroid/os/Parcel;->createBooleanArray
Landroid/os/Parcel;->createLongArray
Landroid/os/Parcel;->createFloatArray
Landroid/os/Parcel;->createDoubleArray
Landroid/os/Parcel;->createStringArray
Ljava/util/HashMap;->containsKey
Ljava/util/HashMap;->keySet
Ljava/lang/Class;->cast
Ljava/lang/Character;->toUpperCase
Landroid/text/TextUtils;->join
Landroid/os/Debug;->getNativeHeapAllocatedSize
Landroid/content/Intent;->toUri
Landroid/content/pm/ServiceInfo;->processName Ljava/lang/String;
Landroid/content/Context;->unbindService
Landroid/content/Context;->bindService
Ljava/lang/Class;->getDeclaredFields
Ljava/lang/reflect/Field;->isAccessible
Landroid/content/Context;->createPackageContext
Ljava/util/UUID;->getMostSignificantBits
Landroid/os/PowerManager;->newWakeLock
Landroid/os/PowerManager$WakeLock;->release
Landroid/os/PowerManager$WakeLock;->acquire
Landroid/os/WorkSource;->add
Landroid/os/PowerManager$WakeLock;->setWorkSource
Landroid/os/PowerManager$WakeLock;->setReferenceCounted
Landroid/os/PowerManager$WakeLock;->isHeld
Ljava/lang/reflect/Array;->getLength
Ljava/lang/reflect/Array;->get
Ljava/lang/Class;->isArray
Ljava/util/Arrays;->deepEquals
Ljava/util/List;->equals
Ljava/lang/IllegalAccessException;->getMessage
Ljava/lang/reflect/InvocationTargetException;->getMessage
Ljava/lang/reflect/Field;->getModifiers
Ljava/lang/String;->endsWith
Ljava/lang/Byte;->TYPE Ljava/lang/Class;
Ljava/lang/Class;->getMethods
Ljava/lang/reflect/Method;->getName
Ljava/lang/StringBuffer;->setLength
Ljava/util/concurrent/TimeUnit;->MINUTES Ljava/util/concurrent/TimeUnit;
Ljava/util/concurrent/TimeUnit;->convert
Ljava/lang/Float;->toString
Ljava/lang/Boolean;->toString
Landroid/content/pm/ApplicationInfo;->flags I
Landroid/content/pm/PackageManager;->hasSystemFeature
Landroid/content/Intent;->getIntExtra
Landroid/os/PowerManager;->isInteractive
Landroid/os/PowerManager;->isScreenOn
Ljava/util/regex/Pattern;->compile
Ljava/net/URLDecoder;->decode
Ljava/net/URI;->getRawQuery
Ljava/util/Scanner;->useDelimiter
Ljava/util/Scanner;->hasNext
Ljava/util/Scanner;->next
Ljava/util/regex/Matcher;->find
Ljava/util/regex/Matcher;->group
Ljava/util/regex/Matcher;->appendReplacement
Ljava/util/regex/Matcher;->appendTail
Ljava/lang/Thread;->getStackTrace
Landroid/os/Binder;->getCallingPid
Landroid/app/ActivityManager;->getRunningAppProcesses
Landroid/app/ActivityManager$RunningAppProcessInfo;->pid I
Landroid/app/ActivityManager$RunningAppProcessInfo;->processName Ljava/lang/String;
Landroid/content/pm/ApplicationInfo;->uid I
Landroid/os/StrictMode;->getThreadPolicy
Landroid/os/StrictMode$ThreadPolicy;->LAX Landroid/os/StrictMode$ThreadPolicy;
Landroid/os/StrictMode;->setThreadPolicy
Ljava/util/concurrent/Callable;->call
Ljava/nio/ByteOrder;->LITTLE_ENDIAN Ljava/nio/ByteOrder;
Ljava/nio/ByteBuffer;->order
Ljava/nio/ByteBuffer;->wrap
Ljava/lang/Character;->codePointAt
Ljava/lang/Character;->isSurrogatePair
Ljava/lang/Character;->toCodePoint
Ljava/nio/ByteBuffer;->isReadOnly
Ljava/nio/ByteBuffer;->hasArray
Ljava/nio/ByteBuffer;->array
Ljava/nio/ByteBuffer;->arrayOffset
Ljava/nio/ByteBuffer;->position
Ljava/nio/ByteBuffer;->remaining
Ljava/nio/BufferOverflowException;->initCause
Ljava/nio/ByteBuffer;->put
Ljava/nio/ByteBuffer;->hasRemaining
Ljava/nio/ByteBuffer;->limit
Landroid/content/Intent;->CREATOR Landroid/os/Parcelable$Creator;
Landroid/app/AlertDialog$Builder;->create
Landroid/app/AlertDialog;->setTitle
Landroid/app/AlertDialog;->setMessage
Landroid/app/AlertDialog;->setButton
Landroid/app/AlertDialog;->show
Landroid/content/pm/PackageManager;->getLaunchIntentForPackage
Ljava/lang/Exception;->getMessage
Ljava/util/Set;->removeAll
Ljava/lang/Thread;->start
Ljava/util/List;->toArray
Ljava/lang/Class;->toString
Ljava/lang/Number;->longValue
Ljava/util/concurrent/Executors;->newSingleThreadExecutor
Ljava/io/ObjectInputStream;->readObject
Ljava/io/ObjectInputStream;->close
Ljava/io/ByteArrayInputStream;->close
Ljava/util/Collections;->nCopies
Ljava/io/ObjectOutputStream;->writeObject
Ljava/io/ObjectOutputStream;->close
Landroid/database/sqlite/SQLiteException;->getMessage
Landroid/database/Cursor;->getBlob
Ljava/util/concurrent/Executor;->execute
Ljava/lang/String;->toString
Ljava/util/Collection;->add
Ljava/util/LinkedList;->poll
Ljava/util/LinkedList;->clear
Ljava/util/concurrent/locks/ReentrantLock;->lock
Ljava/util/LinkedList;->offer
Ljava/util/concurrent/locks/ReentrantLock;->getHoldCount
Ljava/util/concurrent/locks/ReentrantLock;->unlock
Ljava/util/concurrent/ConcurrentHashMap;->keySet
Ljava/util/concurrent/ConcurrentHashMap;->put
Ljava/util/concurrent/ConcurrentMap;->keySet
Landroid/content/Context;->registerComponentCallbacks
Ljava/lang/String;->replace
Ljava/lang/Character;->toString
Ljava/lang/Character;->valueOf
Landroid/net/Uri;->getQuery
Ljava/lang/String;->matches
Ljava/lang/Long;->hashCode
Ljava/lang/Long;->compareTo
Ljava/lang/Double;->compare
Ljava/text/NumberFormat;->format
Ljava/lang/StringBuilder;->insert
Ljava/lang/StringBuilder;->charAt
Ljava/lang/StringBuilder;->setLength
Ljava/lang/Integer;->bitCount
Ljava/lang/Number;->intValue
Landroid/app/Activity;->onDestroy
Landroid/app/Activity;->onKeyDown
Landroid/view/SurfaceView;->getHolder
Landroid/view/SurfaceHolder;->removeCallback
Landroid/app/Activity;->onPause
Landroid/app/Activity;->onRequestPermissionsResult
Landroid/app/Activity;->onResume
Landroid/view/SurfaceHolder;->addCallback
Landroid/graphics/Bitmap;->recycle
Ljava/util/List;->subList
Landroid/preference/PreferenceManager;->getDefaultSharedPreferences
Landroid/media/MediaPlayer;->setOnCompletionListener
Landroid/media/MediaPlayer;->setOnErrorListener
Landroid/content/res/AssetFileDescriptor;->getFileDescriptor
Landroid/content/res/AssetFileDescriptor;->getStartOffset
Landroid/content/res/AssetFileDescriptor;->getLength
Landroid/content/res/AssetFileDescriptor;->close
Landroid/media/AudioManager;->getRingerMode
Landroid/app/Activity;->setVolumeControlStream
Landroid/app/Activity;->getSystemService
Landroid/media/MediaPlayer;->seekTo
Ljava/util/EnumSet;->of
Ljava/util/EnumSet;->copyOf
Ljava/util/regex/Pattern;->split
Ljava/util/EnumSet;->noneOf
Ljava/lang/Thread;->sleep
Landroid/hardware/Camera;->getNumberOfCameras
Landroid/hardware/Camera;->getCameraInfo
Landroid/hardware/Camera$CameraInfo;->facing I
Landroid/hardware/Camera;->open
Landroid/hardware/Camera;->getParameters
Landroid/hardware/Camera$Parameters;->getFocusMode
Landroid/os/AsyncTask;->getStatus
Landroid/os/AsyncTask$Status;->FINISHED Landroid/os/AsyncTask$Status;
Landroid/os/AsyncTask;->cancel
Landroid/hardware/Camera;->autoFocus
Landroid/hardware/Camera;->cancelAutoFocus
Landroid/view/Display;->getSize
Landroid/hardware/Camera;->setDisplayOrientation
Landroid/hardware/Camera$Parameters;->flatten
Landroid/graphics/Point;->x I
Landroid/graphics/Point;->y I
Landroid/hardware/Camera$Parameters;->setPreviewSize
Landroid/hardware/Camera;->setParameters
Landroid/hardware/Camera$Parameters;->getPreviewSize
Landroid/hardware/Camera$Size;->width I
Landroid/hardware/Camera$Size;->height I
Landroid/hardware/Camera$Parameters;->getFlashMode
Landroid/hardware/Camera$Parameters;->getSupportedPreviewSizes
Landroid/hardware/Camera$Area;->rect Landroid/graphics/Rect;
Landroid/hardware/Camera$Area;->weight I
Ljava/util/Collections;->singletonList
Landroid/hardware/Camera$Parameters;->getMaxNumFocusAreas
Landroid/hardware/Camera$Parameters;->getFocusAreas
Landroid/hardware/Camera$Parameters;->setFocusAreas
Landroid/hardware/Camera$Parameters;->getSupportedFlashModes
Landroid/hardware/Camera$Parameters;->setFlashMode
Landroid/hardware/Camera$Parameters;->getSupportedFocusModes
Landroid/hardware/Camera$Parameters;->setFocusMode
Landroid/hardware/Camera$Parameters;->getMaxNumMeteringAreas
Landroid/hardware/Camera$Parameters;->getMeteringAreas
Landroid/hardware/Camera$Parameters;->setMeteringAreas
Landroid/hardware/Camera$Parameters;->getMinExposureCompensation
Landroid/hardware/Camera$Parameters;->getMaxExposureCompensation
Landroid/hardware/Camera$Parameters;->getExposureCompensationStep
Landroid/hardware/Camera$Parameters;->getExposureCompensation
Landroid/hardware/Camera$Parameters;->setExposureCompensation
Landroid/hardware/Camera$Parameters;->isVideoStabilizationSupported
Landroid/hardware/Camera$Parameters;->getVideoStabilization
Landroid/hardware/Camera$Parameters;->setVideoStabilization
Landroid/hardware/Camera$Parameters;->getSceneMode
Landroid/hardware/Camera$Parameters;->getSupportedSceneModes
Landroid/hardware/Camera$Parameters;->setSceneMode
Landroid/hardware/Camera$Parameters;->getColorEffect
Landroid/hardware/Camera$Parameters;->getSupportedColorEffects
Landroid/hardware/Camera$Parameters;->setColorEffect
Landroid/hardware/Camera;->setOneShotPreviewCallback
Landroid/hardware/Camera;->setPreviewDisplay
Landroid/hardware/Camera$Parameters;->unflatten
Landroid/hardware/Camera;->release
Landroid/hardware/Camera;->startPreview
Landroid/hardware/Camera;->stopPreview
Landroid/os/Message;->arg2 I
Landroid/os/Looper;->quit
Landroid/content/Intent;->getExtras
Landroid/os/Bundle;->get
Ljava/lang/Class;->isInstance
Ljava/util/Collection;->isEmpty
Ljava/util/Collection;->addAll
Landroid/os/Looper;->prepare
Landroid/os/Looper;->loop
Landroid/app/Activity;->unregisterReceiver
Landroid/app/Activity;->registerReceiver
Ljava/nio/charset/Charset;->defaultCharset
Ljava/nio/charset/Charset;->name
Ljava/lang/Float;->isNaN
Ljava/lang/StringBuilder;->setCharAt
Ljava/lang/StringBuilder;->deleteCharAt
Ljava/lang/Byte;->valueOf
Ljava/lang/Byte;->byteValue
Ljava/lang/String;->getChars
Ljava/util/List;->hashCode
Ljava/lang/Boolean;->hashCode
Ljava/util/Collections;->reverse
Ljava/math/BigInteger;->ONE Ljava/math/BigInteger;
Ljava/math/BigInteger;->valueOf
Ljava/math/BigInteger;->multiply
Ljava/util/Arrays;->copyOf
Ljava/math/BigInteger;->ZERO Ljava/math/BigInteger;
Ljava/math/BigInteger;->add
Ljava/math/BigInteger;->toString
Ljava/util/Collection;->clear
Ljava/util/Formatter;->format
Ljava/util/Formatter;->toString
Ljava/util/Formatter;->close
Ljava/lang/Float;->TYPE Ljava/lang/Class;
Ljava/lang/Number;->floatValue
Ljava/lang/Double;->TYPE Ljava/lang/Class;
Ljava/util/ArrayList;->clone
Ljava/util/concurrent/ExecutorService;->execute
Ljava/lang/Class;->getInterfaces
Ljava/util/concurrent/CopyOnWriteArrayList;->size
Ljava/util/concurrent/CopyOnWriteArrayList;->get
Ljava/util/concurrent/CopyOnWriteArrayList;->contains
Ljava/lang/reflect/InvocationTargetException;->getCause
Ljava/util/concurrent/Executors;->newCachedThreadPool
Ljava/lang/reflect/Method;->getDeclaringClass
Ljava/lang/reflect/Method;->hashCode
Ljava/lang/Class;->getDeclaredMethods
Ljava/lang/reflect/Method;->getModifiers
Ljava/lang/reflect/Method;->getParameterTypes
Ljava/util/HashSet;->add
Landroid/app/AlertDialog$Builder;->setTitle
Landroid/app/AlertDialog$Builder;->setMessage
Landroid/app/AlertDialog$Builder;->setIcon
Landroid/app/AlertDialog$Builder;->setPositiveButton
Landroid/app/FragmentManager;->executePendingTransactions
Landroid/app/FragmentManager;->findFragmentByTag
Landroid/app/DialogFragment;->dismiss
Landroid/app/DialogFragment;->show
Landroid/app/Fragment;->onPause
Landroid/app/Fragment;->onResume
Landroid/os/Bundle;->clone
Landroid/os/Bundle;->putSerializable
